index,relative_path,top,directory,name,inferred_category,usage,duration_sec,size_kb,channels,sample_rate,reference_count,first_references
477,Item\CrackshotColtShot.ogg,Item,Item,CrackshotColtShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Crackshot Colt Shot。 代码标识：ShootSound。,1.59,34.8,2,44100,1,Items\Weapons\Ranged\MidasPrime.cs:23 (ShootSound)
478,Item\CrystylCharge.ogg,Item,Item,CrystylCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Crystyl Charge。 代码标识：ChargeSound。,1.52,17.6,1,44100,1,Items\Tools\CrystylCrusher.cs:21 (ChargeSound)
479,Item\CursedDaggerThrow.ogg,Item,Item,CursedDaggerThrow,物品/武器,物品/武器音效；动作：射击/发射；主题：Cursed Dagger Throw。 代码标识：fire。,0.55,8.2,1,48000,5,Projectiles\Melee\CometQuasherHoldout.cs:202 (fire); Projectiles\Melee\MajesticGuardHoldout.cs:188 (fire); Projectiles\Melee\StellarStrikerHoldout.cs:199 (fire); 另 2 处
480,Item\DampExplosion.ogg,Item,Item,DampExplosion,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Damp Explosion。 代码标识：fire3。,0.33,6.6,1,32000,1,Projectiles\Melee\BasherHoldout.cs:197 (fire3)
481,Item\DashSound.ogg,Item,Item,DashSound,物品/武器,物品/武器音效；动作：移动/生成/阶段转换；主题：Dash Sound。 代码标识：dash。,0.62,18.8,2,48000,1,CalPlayer\CalamityPlayerMiscEffects.cs:567 (dash)
482,Item\DeadSunExplosion.ogg,Item,Item,DeadSunExplosion,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Dead Sun Explosion。 代码标识：fire。,1.45,16.6,1,44100,3,Projectiles\Magic\OmicronWingman.cs:166 (fire); Projectiles\Magic\WingmanHoldout.cs:195 (fire); Items\Weapons\Ranged\DeadSunsWind.cs:17 (Explosion)
483,Item\DeadSunRicochet.ogg,Item,Item,DeadSunRicochet,物品/武器,物品/武器音效；动作：通用/特殊；主题：Dead Sun Ricochet。 代码标识：explo2。,0.64,9.5,1,44100,3,Projectiles\Rogue\DestructionStar.cs:129 (explo2); NPCs\SupremeCalamitas\SepulcherHead.cs:358; Items\Weapons\Ranged\DeadSunsWind.cs:16 (Ricochet)
484,Item\DeadSunShot.ogg,Item,Item,DeadSunShot,物品/武器,物品/武器音效；动作：射击/发射；主题：Dead Sun Shot。 代码标识：ShootSound。,0.91,11.9,1,44100,1,Items\Weapons\Ranged\DeadSunsWind.cs:15 (ShootSound)
485,Item\DemonSwordFinalStrike.ogg,Item,Item,DemonSwordFinalStrike,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Demon Sword Final Strike。 代码标识：dieSound。,3.04,71.6,2,44100,1,Projectiles\Melee\DevilsDevastationHoldout.cs:260 (dieSound)
486,Item\DemonSwordImpact1.ogg,Item,Item,DemonSwordImpact1,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Demon Sword Impact。 代码标识：stuck。,1.82,39.5,2,44100,7,Projectiles\Melee\BladecrestOathswordThrownBlade.cs:104 (stuck); Projectiles\Melee\BladecrestOathswordThrownBlade.cs:382 (stuck); Projectiles\Melee\DevilsDevastationThrownBlade.cs:320 (stuck2); 另 4 处
487,Item\DemonSwordImpact2.ogg,Item,Item,DemonSwordImpact2,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Demon Sword Impact。 代码标识：stuck。,1.95,43.7,2,44100,7,Projectiles\Melee\BladecrestOathswordThrownBlade.cs:104 (stuck); Projectiles\Melee\BladecrestOathswordThrownBlade.cs:382 (stuck); Projectiles\Melee\DevilsDevastationThrownBlade.cs:320 (stuck2); 另 4 处
488,Item\DemonSwordInsaneImpact.ogg,Item,Item,DemonSwordInsaneImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Demon Sword Insane Impact。 代码标识：swing。,2.41,38.2,1,44100,2,Projectiles\Melee\DevilsDevastationHoldout.cs:458 (swing); Projectiles\Melee\ExaltedOathbladeHoldout.cs:310 (swing)
489,Item\DemonSwordKillMode.ogg,Item,Item,DemonSwordKillMode,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Demon Sword Kill Mode。 代码标识：buff。,2.26,51.7,2,44100,3,Items\Weapons\Melee\DevilsDevastation.cs:53 (buff); Items\Weapons\Melee\ExaltedOathblade.cs:51 (buff); Items\Weapons\Melee\ForbiddenOathblade.cs:50 (buff)
490,Item\DemonSwordKillModeOffCooldown.ogg,Item,Item,DemonSwordKillModeOffCooldown,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Demon Sword Kill Mode Off Cooldown。 代码标识：EndSound。,0.34,13.1,2,44100,1,Cooldowns\KillMode.cs:25 (EndSound)
491,Item\DemonSwordStrongImpact.ogg,Item,Item,DemonSwordStrongImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Demon Sword Strong Impact。 代码标识：swing。,2.17,31.7,1,44100,2,Projectiles\Melee\ForbiddenOathbladeHoldout.cs:357 (swing); Projectiles\Melee\OldLordClaymoreHoldout.cs:221 (swing)
492,Item\DemonSwordSwing1.ogg,Item,Item,DemonSwordSwing1,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Demon Sword Swing。 代码标识：swing。,0.70,18.7,2,44100,8,Projectiles\Melee\BladecrestOathswordThrownBlade.cs:280 (swing); Projectiles\Melee\DevilsDevastationHoldout.cs:319 (swing); Projectiles\Melee\DevilsDevastationThrownBlade.cs:257 (swing); 另 5 处
493,Item\DemonSwordSwing2.ogg,Item,Item,DemonSwordSwing2,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Demon Sword Swing。 代码标识：swing。,0.70,20.1,2,44100,9,Projectiles\Melee\BladecrestOathswordThrownBlade.cs:280 (swing); Projectiles\Melee\DevilsDevastationHoldout.cs:319 (swing); Projectiles\Melee\DevilsDevastationThrownBlade.cs:257 (swing); 另 6 处
494,Item\DoomsdayDeviceImpact.ogg,Item,Item,DoomsdayDeviceImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Doomsday Device Impact。 代码标识：sound。,0.75,21.8,2,44100,3,Projectiles\Rogue\DoomsdayDeviceProjectile.cs:303 (sound); Projectiles\Rogue\DoomsdayDeviceProjectile.cs:372 (soundExtra); Projectiles\Rogue\DoomsdayDeviceProjectile.cs:380 (sound)
495,Item\DragonfruitConsume.ogg,Item,Item,DragonfruitConsume,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Dragonfruit Consume。 代码标识：UseSound。,2.85,72.6,2,44100,1,Items\PermanentBoosters\SacredStrawberry.cs:23 (UseSound)
496,Item\DragonsBreathStrongStart.ogg,Item,Item,DragonsBreathStrongStart,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Dragons Breath Strong Start。 代码标识：WeldingStart。,3.10,185.1,2,96000,1,Items\Weapons\Ranged\DragonsBreath.cs:22 (WeldingStart)
497,Item\DudFire.ogg,Item,Item,DudFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Dud Fire。 首处代码上下文：AuricLandMineTile.cs。,0.17,7.1,2,32000,22,Tiles\FurnitureAuric\AuricLandMineTile.cs:37; Projectiles\DraedonsArsenal\AqueousHunterDroneSummon.cs:212 (click); Projectiles\DraedonsArsenal\ShortCircuitHook.cs:151; 另 19 处
498,Item\EarthMeteor.ogg,Item,Item,EarthMeteor,物品/武器,物品/武器音效；动作：通用/特殊；主题：Earth Meteor。 代码标识：explo2。,0.97,29.5,2,44100,4,Projectiles\Magic\PrimordialAncientProjectile.cs:247 (explo2); Projectiles\Melee\EarthMeteor.cs:201 (fire2); Projectiles\Ranged\OntologicalDespoilerGrenade.cs:169 (fire); 另 1 处
499,Item\EffervescenceBurst.ogg,Item,Item,EffervescenceBurst,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Effervescence Burst。 代码标识：BurstSound。,0.90,13.1,2,44100,1,Items\Weapons\Magic\Effervescence.cs:15 (BurstSound)
500,Item\EffervescenceFire.ogg,Item,Item,EffervescenceFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Effervescence Fire。 代码标识：FireSound。,0.99,16.4,2,44100,1,Items\Weapons\Magic\Effervescence.cs:14 (FireSound)
501,Item\EffervescencePop.ogg,Item,Item,EffervescencePop,物品/武器,物品/武器音效；动作：水体/气泡；主题：Effervescence Pop。 代码标识：PopSound。,0.40,9.1,2,44100,1,Items\Weapons\Magic\Effervescence.cs:16 (PopSound)
502,Item\ElderberryConsume.ogg,Item,Item,ElderberryConsume,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Elderberry Consume。 代码标识：UseSound。,2.34,51.1,2,44100,1,Items\PermanentBoosters\TaintedCloudberry.cs:22 (UseSound)
503,Item\ElectricBurst.ogg,Item,Item,ElectricBurst,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Electric Burst。 代码标识：Explode。,1.32,40.1,2,44100,1,Projectiles\DraedonsArsenal\ShortCircuitHook.cs:19 (Explode)
504,Item\ElectricHit.ogg,Item,Item,ElectricHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Electric Hit。 代码标识：hitSound。,0.27,5.5,1,48000,1,CalPlayer\CalamityPlayerOnHit.cs:524 (hitSound)
505,Item\ELRFire.ogg,Item,Item,ELRFire,物品/武器,物品/武器音效；动作：射击/发射；主题：ELR Fire。 代码标识：ELRFireSound。,1.09,15.0,2,44100,1,Sounds\CommonCalamitySounds.cs:10 (ELRFireSound)
506,Item\EtherealCoreUse.ogg,Item,Item,EtherealCoreUse,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Ethereal Core Use。 代码标识：UseSound。,4.48,34.7,2,44100,1,Items\PermanentBoosters\EtherealCore.cs:16 (UseSound)
507,Item\Evernote.ogg,Item,Item,Evernote,物品/武器,物品/武器音效；动作：通用/特殊；主题：Evernote。 代码标识：fire。,0.44,13.0,2,22050,1,Projectiles\Summon\AmphibiansGuitarMinion.cs:91 (fire)
508,Item\ExobladeBeamSlash.ogg,Item,Item,ExobladeBeamSlash,物品/武器,物品/武器音效；动作：激光/光束；主题：Exoblade Beam Slash。 代码标识：charge。,1.76,37.5,2,48000,8,Projectiles\Boss\SupremeCatastropheSlash.cs:127 (charge); Projectiles\Boss\SupremeCatastropheSlash.cs:159 (charge); Projectiles\Melee\EarthHoldout.cs:285 (fire2); 另 5 处
509,Item\ExobladeBigHit.ogg,Item,Item,ExobladeBigHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Exoblade Big Hit。 代码标识：BigHitSound。,1.21,20.9,2,44100,1,Items\Weapons\Melee\Exoblade.cs:23 (BigHitSound)
510,Item\ExobladeBigSwing.ogg,Item,Item,ExobladeBigSwing,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Exoblade Big Swing。 代码标识：BigSwingSound。,1.13,19.7,2,44100,1,Items\Weapons\Melee\Exoblade.cs:22 (BigSwingSound)
511,Item\ExobladeDash.ogg,Item,Item,ExobladeDash,物品/武器,物品/武器音效；动作：移动/生成/阶段转换；主题：Exoblade Dash。 代码标识：DashSound。,1.57,27.6,2,44100,1,Items\Weapons\Melee\Exoblade.cs:25 (DashSound)
512,Item\ExobladeDashImpact.ogg,Item,Item,ExobladeDashImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Exoblade Dash Impact。 代码标识：HitSound。,1.20,22.9,2,44100,3,Projectiles\Melee\PrismaticRay.cs:32 (HitSound); Projectiles\Rogue\DestructionStar.cs:185 (explo3); Items\Weapons\Melee\Exoblade.cs:26 (DashHitSound)
513,Item\ExobladeSwing.ogg,Item,Item,ExobladeSwing,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Exoblade Swing。 代码标识：SwingSound。,1.13,18.3,2,44100,1,Items\Weapons\Melee\Exoblade.cs:21 (SwingSound)
514,Item\FallenPaladinsHammerBigImpact.ogg,Item,Item,FallenPaladinsHammerBigImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Fallen Paladins Hammer Big Impact。 代码标识：SlamHamSound。,3.01,42.5,2,44100,1,Projectiles\Melee\FallenPaladinsHammerEcho.cs:14 (SlamHamSound)
515,Item\FallenPaladinsHammerClone.ogg,Item,Item,FallenPaladinsHammerClone,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Fallen Paladins Hammer Clone。 代码标识：RedHamSound。,1.03,16.5,2,44100,1,Projectiles\Melee\FallenPaladinsHammerProj.cs:20 (RedHamSound)
516,Item\FestiveJingle.ogg,Item,Item,FestiveJingle,物品/武器,物品/武器音效；动作：通用/特殊；主题：Festive Jingle。 代码标识：JingleSound。,0.60,12.2,2,44100,1,Projectiles\Typeless\FestiveWingsOrnament.cs:15 (JingleSound)
517,Item\FinalDawnSlash.ogg,Item,Item,FinalDawnSlash,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Final Dawn Slash。 代码标识：hit2。,0.82,45.1,2,44100,6,Projectiles\Melee\EarthHoldout.cs:281 (hit2); Projectiles\Melee\GrandDadHoldout.cs:227 (fire2); Projectiles\Ranged\SepticSkewerHarpoon.cs:146 (pull2); 另 3 处
518,Item\FireImplosion.ogg,Item,Item,FireImplosion,物品/武器,物品/武器音效；动作：射击/发射；主题：Fire Implosion。 首处代码上下文：FireImplosion.cs。,1.22,26.0,1,48000,2,Projectiles\Magic\FireImplosion.cs:44; Projectiles\Ranged\FirestormCannonHoldout.cs:26 (WarningSound)
519,Item\FlakKrakenShoot.ogg,Item,Item,FlakKrakenShoot,物品/武器,物品/武器音效；动作：射击/发射；主题：Flak Kraken Shoot。 代码标识：bigShotGun。,1.29,23.5,2,48000,7,Projectiles\Ranged\FetidEmesisHoldout.cs:99 (bigShotGun); Projectiles\Ranged\FlakKrakenHoldout.cs:149; Projectiles\Ranged\FlakToxicannonHoldout.cs:148; 另 4 处
520,Item\FlareSound.ogg,Item,Item,FlareSound,物品/武器,物品/武器音效；动作：通用/特殊；主题：Flare Sound。 代码标识：FlareSound。,2.21,31.5,2,48000,1,Sounds\CommonCalamitySounds.cs:17 (FlareSound)
521,Item\FrigidflashCharge.ogg,Item,Item,FrigidflashCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Frigidflash Charge。 代码标识：ChargeSound。,1.38,46.9,2,48000,1,Items\Weapons\Magic\FrigidflashBolt.cs:17 (ChargeSound)
522,Item\FrigidflashDeath.ogg,Item,Item,FrigidflashDeath,物品/武器,物品/武器音效；动作：死亡/击杀；主题：Frigidflash Death。 代码标识：ProjDeathSound。,0.81,29.5,2,44100,1,Items\Weapons\Magic\FrigidflashBolt.cs:16 (ProjDeathSound)
523,Item\FrigidflashUse.ogg,Item,Item,FrigidflashUse,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Frigidflash Use。 代码标识：UseSound。,0.92,35.7,2,44100,1,Items\Weapons\Magic\FrigidflashBolt.cs:15 (UseSound)
524,Item\FuguBlow.ogg,Item,Item,FuguBlow,物品/武器,物品/武器音效；动作：通用/特殊；主题：Fugu Blow。 代码标识：BlowSound。,1.79,26.9,2,44100,1,Items\Weapons\Melee\BallOFugu.cs:12 (BlowSound)
525,Item\GalaxySmasherClone.ogg,Item,Item,GalaxySmasherClone,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Galaxy Smasher Clone。 代码标识：RedHamSound。,2.22,38.3,2,44100,2,Projectiles\Melee\GalaxySmasherHammer.cs:24 (RedHamSound); Projectiles\Melee\TriactisHammerProj.cs:19 (WindUpSound)
526,Item\GalaxySmasherSmash.ogg,Item,Item,GalaxySmasherSmash,物品/武器,物品/武器音效；动作：通用/特殊；主题：Galaxy Smasher Smash。 代码标识：SlamHamSound。,3.06,54.5,2,48000,2,Projectiles\Melee\GalaxySmasherEcho.cs:19 (SlamHamSound); Projectiles\Melee\TriactisHammerProj.cs:20 (SmashSound)
527,Item\GeliticBladeSwing1.ogg,Item,Item,GeliticBladeSwing1,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Gelitic Blade Swing。 代码标识：UseSound。,0.97,18.9,2,96000,1,Items\Weapons\Melee\GeliticBlade.cs:15 (UseSound)
528,Item\GeliticBladeSwing2.ogg,Item,Item,GeliticBladeSwing2,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Gelitic Blade Swing。 代码标识：UseSound。,0.91,21.4,2,96000,1,Items\Weapons\Melee\GeliticBlade.cs:15 (UseSound)
529,Item\GFBScreams\Scream1.ogg,Item,Item\GFBScreams,Scream1,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,0.39,8.0,1,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
530,Item\GFBScreams\Scream2.ogg,Item,Item\GFBScreams,Scream2,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,0.81,30.0,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
531,Item\GFBScreams\Scream3.ogg,Item,Item\GFBScreams,Scream3,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,0.55,21.7,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
532,Item\GFBScreams\Scream4.ogg,Item,Item\GFBScreams,Scream4,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,1.55,45.4,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
533,Item\GFBScreams\Scream5.ogg,Item,Item\GFBScreams,Scream5,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,1.45,51.6,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
534,Item\GFBScreams\Scream6.ogg,Item,Item\GFBScreams,Scream6,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,1.61,51.7,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
535,Item\GFBScreams\Scream7.ogg,Item,Item\GFBScreams,Scream7,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,0.76,22.8,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
536,Item\GFBScreams\Scream8.ogg,Item,Item\GFBScreams,Scream8,物品/武器,物品/武器音效；动作：吼叫/语音；主题：Scream。 首处代码上下文：CalamityGlobalNPC.cs。,0.61,17.8,2,44100,2,NPCs\CalamityGlobalNPC.cs:1204; Projectiles\Melee\GrandDadHoldout.cs:219 (fire3)
537,Item\GunShotBig.ogg,Item,Item,GunShotBig,物品/武器,物品/武器音效；动作：射击/发射；主题：Gun Shot Big。 代码标识：UseSound。,1.93,52.7,2,44100,1,Items\Weapons\Ranged\BarracudaGun.cs:32 (UseSound)
538,Item\GunShotHeavy.ogg,Item,Item,GunShotHeavy,物品/武器,物品/武器音效；动作：射击/发射；主题：Gun Shot Heavy。 代码标识：sound。,1.26,21.7,1,44100,2,Projectiles\DraedonsArsenal\VulcanHoldout.cs:182 (sound); Items\Weapons\Ranged\SepticSkewer.cs:65 (fire)
539,Item\GunShotMid.ogg,Item,Item,GunShotMid,物品/武器,物品/武器音效；动作：射击/发射；主题：Gun Shot Mid。 代码标识：fire。,0.42,16.5,2,44100,2,Projectiles\Ranged\KingsbaneHoldout.cs:135 (fire); Items\Weapons\Ranged\SepticSkewer.cs:58 (fire)
540,Item\GunShotSmall.ogg,Item,Item,GunShotSmall,物品/武器,物品/武器音效；动作：射击/发射；主题：Gun Shot Small。 代码标识：fire。,0.50,11.2,1,44100,5,Projectiles\Ranged\KingsbaneHoldout.cs:102 (fire); Projectiles\Typeless\Luxor.cs:169 (blam); Items\Weapons\DraedonsArsenal\ShortCircuit.cs:69 (fire); 另 2 处
541,Item\GunShotSmallAlt.ogg,Item,Item,GunShotSmallAlt,物品/武器,物品/武器音效；动作：射击/发射；主题：Gun Shot Small Alt。 代码标识：fire。,0.41,11.2,1,44100,1,Projectiles\Ranged\FetidEmesisHoldout.cs:54 (fire)
542,Item\HadalUrnClose.ogg,Item,Item,HadalUrnClose,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Hadal Urn Close。 代码标识：hitSound。,0.52,8.2,1,44100,2,CalPlayer\CalamityPlayerOnHit.cs:574 (hitSound); Projectiles\Magic\HadalUrnHoldout.cs:15 (UrnSound)
543,Item\HadalUrnOpen.ogg,Item,Item,HadalUrnOpen,物品/武器,物品/武器音效；动作：激活/使用/UI；主题：Hadal Urn Open。 代码标识：ShootSound。,0.69,9.8,1,44100,1,Items\Weapons\Magic\HadalUrn.cs:16 (ShootSound)
544,Item\HalleysInfernoHit.ogg,Item,Item,HalleysInfernoHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Halleys Inferno Hit。 代码标识：Hit。,1.35,14.1,1,44100,1,Items\Weapons\Ranged\HalleysInferno.cs:21 (Hit)
545,Item\HalleysInfernoShoot.ogg,Item,Item,HalleysInfernoShoot,物品/武器,物品/武器音效；动作：射击/发射；主题：Halleys Inferno Shoot。 首处代码上下文：FlareBoltProjectile.cs。,1.08,14.9,2,44100,3,Projectiles\Magic\FlareBoltProjectile.cs:58; Projectiles\Magic\FrigidflashBoltProjectile.cs:81; Items\Weapons\Ranged\HalleysInferno.cs:20 (ShootSound)
546,Item\HarpEnd.ogg,Item,Item,HarpEnd,物品/武器,物品/武器音效；动作：循环/开始结束/预警；主题：Harp End。 代码标识：song。,3.43,35.2,2,44100,2,NPCs\Leviathan\Anahita.cs:764 (song); Items\Weapons\Magic\AnahitasArpeggio.cs:20 (EndSound)
547,Item\HarpLV1.ogg,Item,Item,HarpLV1,物品/武器,物品/武器音效；动作：通用/特殊；主题：Harp LV。 首处代码上下文：AnahitasArpeggioNote.cs。,3.44,31.5,2,44100,1,Projectiles\Magic\AnahitasArpeggioNote.cs:78
548,Item\HarpLV2.ogg,Item,Item,HarpLV2,物品/武器,物品/武器音效；动作：通用/特殊；主题：Harp LV。 首处代码上下文：AnahitasArpeggioNote.cs。,3.43,34.7,2,44100,1,Projectiles\Magic\AnahitasArpeggioNote.cs:78
549,Item\HarpLV3.ogg,Item,Item,HarpLV3,物品/武器,物品/武器音效；动作：通用/特殊；主题：Harp LV。 首处代码上下文：AnahitasArpeggioNote.cs。,3.44,34.4,2,44100,1,Projectiles\Magic\AnahitasArpeggioNote.cs:78
550,Item\HarpLV4.ogg,Item,Item,HarpLV4,物品/武器,物品/武器音效；动作：通用/特殊；主题：Harp LV。 首处代码上下文：AnahitasArpeggioNote.cs。,3.43,34.4,2,44100,1,Projectiles\Magic\AnahitasArpeggioNote.cs:78
551,Item\HarpLV5.ogg,Item,Item,HarpLV5,物品/武器,物品/武器音效；动作：通用/特殊；主题：Harp LV。 首处代码上下文：AnahitasArpeggioNote.cs。,3.43,32.9,2,44100,1,Projectiles\Magic\AnahitasArpeggioNote.cs:78
552,Item\HarpLV6.ogg,Item,Item,HarpLV6,物品/武器,物品/武器音效；动作：通用/特殊；主题：Harp LV。 首处代码上下文：AnahitasArpeggioNote.cs。,3.44,33.2,2,44100,2,Projectiles\Magic\AnahitasArpeggioNote.cs:78; Items\Weapons\Magic\AnahitasArpeggio.cs:19 (CapSound)
553,Item\HarpNoteHit.ogg,Item,Item,HarpNoteHit,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Harp Note Hit。 代码标识：HitSound。,3.43,32.3,2,44100,1,Items\Weapons\Magic\AnahitasArpeggio.cs:21 (HitSound)
554,Item\Heartbeat.ogg,Item,Item,Heartbeat,物品/武器,物品/武器音效；动作：通用/特殊；主题：Heartbeat。 代码标识：heartbeat。,0.36,7.2,1,44100,4,CalPlayer\CalamityPlayerLifeRegen.cs:714 (heartbeat); Projectiles\Summon\OldDukeHeadCorpse.cs:53 (heartbeat); Projectiles\Summon\OldDukeHeadCorpse.cs:111 (heartbeat); 另 1 处
555,Item\HeavenlyGaleFire.ogg,Item,Item,HeavenlyGaleFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Heavenly Gale Fire。 代码标识：FireSound。,2.23,40.0,2,48000,1,Items\Weapons\Ranged\HeavenlyGale.cs:34 (FireSound)
556,Item\HeavyDig.ogg,Item,Item,HeavyDig,物品/武器,物品/武器音效；动作：通用/特殊；主题：Heavy Dig。 代码标识：digSound。,0.43,11.7,2,44100,1,Projectiles\Typeless\RelicOfDeliveranceSpear.cs:305 (digSound)
557,Item\HeavySwing.ogg,Item,Item,HeavySwing,物品/武器,物品/武器音效；动作：近战挥击/撞击；主题：Heavy Swing。 代码标识：swing2。,0.71,10.4,1,44100,6,Projectiles\Melee\DevilsDevastationHoldout.cs:321 (swing2); Projectiles\Melee\ExaltedOathbladeHoldout.cs:193 (swing2); Projectiles\Melee\ForbiddenOathbladeHoldout.cs:248 (swing2); 另 3 处
558,Item\HeliumFlashCharge.ogg,Item,Item,HeliumFlashCharge,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Helium Flash Charge。 代码标识：Charge。,2.13,37.9,2,44100,1,Items\Weapons\Magic\HeliumFlash.cs:18 (Charge)
559,Item\HeliumFlashCoreImpact.ogg,Item,Item,HeliumFlashCoreImpact,物品/武器,物品/武器音效；动作：受击/命中/冲击；主题：Helium Flash Core Impact。 代码标识：fire。,0.73,13.7,2,44100,5,Projectiles\Magic\VolatileStarcore.cs:123 (fire); Projectiles\Melee\HolyColliderHolyFire.cs:67 (sound5); Projectiles\Ranged\SepticSkewerHarpoon.cs:377 (sound5); 另 2 处
560,Item\HeliumFlashDudFire.ogg,Item,Item,HeliumFlashDudFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Helium Flash Dud Fire。 代码标识：fire。,0.63,22.1,2,44100,1,Projectiles\Magic\HeliumFlashHoldout.cs:108 (fire)
561,Item\HeliumFlashExplodeNoMetal.ogg,Item,Item,HeliumFlashExplodeNoMetal,物品/武器,物品/武器音效；动作：爆炸/爆裂；主题：Helium Flash Explode No Metal。 首处代码上下文：HeliumFlashBlast.cs。,2.07,35.0,2,44100,1,Projectiles\Magic\HeliumFlashBlast.cs:82
562,Item\HeliumFlashFire.ogg,Item,Item,HeliumFlashFire,物品/武器,物品/武器音效；动作：射击/发射；主题：Helium Flash Fire。 代码标识：ChargeFire。,1.39,27.2,2,44100,1,Items\Weapons\Magic\HeliumFlash.cs:21 (ChargeFire)
563,Item\HeliumFlashFullChargeLoop.ogg,Item,Item,HeliumFlashFullChargeLoop,物品/武器,物品/武器音效；动作：蓄力/充能/冷却；主题：Helium Flash Full Charge Loop。 代码标识：ChargeLoop。,6.85,161.7,2,44100,1,Items\Weapons\Magic\HeliumFlash.cs:19 (ChargeLoop)
564,Item\HeliumFlashReady.ogg,Item,Item,HeliumFlashReady,物品/武器,物品/武器音效；动作：通用/特殊；主题：Helium Flash Ready。 代码标识：fire。,1.12,38.1,2,44100,2,Projectiles\Magic\HeliumFlashHoldout.cs:157 (fire); Projectiles\Melee\Yoyos\BurningRevelationYoyo.cs:209 (explode2)
