index,relative_path,top,directory,name,inferred_category,usage,duration_sec,size_kb,channels,sample_rate,reference_count,first_references
86,Custom\BrainOfCthulhu\BoC_Rev_BloodBomb.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_BloodBomb,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：通用/特殊；主题：Bo C Rev Blood Bomb。 代码标识：BloodBomb。,1.09,22.4,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:44 (BloodBomb)
87,Custom\BrainOfCthulhu\BoC_Rev_BloodShot.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_BloodShot,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：射击/发射；主题：Bo C Rev Blood Shot。 代码标识：BloodShot。,1.29,21.5,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:43 (BloodShot)
88,Custom\BrainOfCthulhu\BoC_Rev_Death_Roar.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Death_Roar,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：死亡/击杀；主题：Bo C Rev Death Roar。 代码标识：Death。,4.37,66.9,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:42 (Death)
89,Custom\BrainOfCthulhu\BoC_Rev_Explosion1.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Explosion1,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：爆炸/爆裂；主题：Bo C Rev Explosion。 代码标识：BloodExplosion。,2.37,45.5,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:45 (BloodExplosion)
90,Custom\BrainOfCthulhu\BoC_Rev_Explosion2.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Explosion2,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：爆炸/爆裂；主题：Bo C Rev Explosion。 代码标识：BloodExplosion。,2.37,44.4,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:45 (BloodExplosion)
91,Custom\BrainOfCthulhu\BoC_Rev_Growl1.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Growl1,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：吼叫/语音；主题：Bo C Rev Growl。 代码标识：Growl。,3.80,53.0,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:41 (Growl)
92,Custom\BrainOfCthulhu\BoC_Rev_Growl2.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Growl2,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：吼叫/语音；主题：Bo C Rev Growl。 代码标识：Growl。,3.24,44.7,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:41 (Growl)
93,Custom\BrainOfCthulhu\BoC_Rev_Laugh.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Laugh,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：吼叫/语音；主题：Bo C Rev Laugh。 代码标识：Laugh。,5.47,87.7,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:40 (Laugh)
94,Custom\BrainOfCthulhu\BoC_Rev_Roar.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Roar,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：吼叫/语音；主题：Bo C Rev Roar。 代码标识：IntroRoar。,4.25,85.8,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:38 (IntroRoar)
95,Custom\BrainOfCthulhu\BoC_Rev_Shield_Down.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Shield_Down,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：通用/特殊；主题：Bo C Rev Shield Down。 代码标识：ShieldDown。,2.00,30.7,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:36 (ShieldDown)
96,Custom\BrainOfCthulhu\BoC_Rev_Shield_Up.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Shield_Up,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：通用/特殊；主题：Bo C Rev Shield Up。 代码标识：ShieldUp。,2.87,39.7,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:37 (ShieldUp)
97,Custom\BrainOfCthulhu\BoC_Rev_Short_Roar.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Short_Roar,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：吼叫/语音；主题：Bo C Rev Short Roar。 代码标识：Roar。,3.40,66.7,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:39 (Roar)
98,Custom\BrainOfCthulhu\BoC_Rev_Stun_Hit1.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Stun_Hit1,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：受击/命中/冲击；主题：Bo C Rev Stun Hit。 代码标识：StunnedHit。,1.00,17.6,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:35 (StunnedHit)
99,Custom\BrainOfCthulhu\BoC_Rev_Stun_Hit2.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Stun_Hit2,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：受击/命中/冲击；主题：Bo C Rev Stun Hit。 代码标识：StunnedHit。,1.00,17.8,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:35 (StunnedHit)
100,Custom\BrainOfCthulhu\BoC_Rev_Stun_Hit3.ogg,Custom,Custom\BrainOfCthulhu,BoC_Rev_Stun_Hit3,自定义/Boss/系统,Custom\BrainOfCthulhu 专用音效；动作：受击/命中/冲击；主题：Bo C Rev Stun Hit。 代码标识：StunnedHit。,1.00,18.3,2,44100,1,NPCs\VanillaNPCAIOverrides\Bosses\BrainOfCthulhu\BrainOfCthulhuAI.cs:35 (StunnedHit)
101,Custom\BrimstoneElemental\BrimstoneDartRing1.ogg,Custom,Custom\BrimstoneElemental,BrimstoneDartRing1,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：激活/使用/UI；主题：Brimstone Dart Ring。 代码标识：DartSound。,0.51,13.9,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:50 (DartSound)
102,Custom\BrimstoneElemental\BrimstoneDartRing2.ogg,Custom,Custom\BrimstoneElemental,BrimstoneDartRing2,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：激活/使用/UI；主题：Brimstone Dart Ring。 代码标识：DartSound。,0.51,12.5,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:50 (DartSound)
103,Custom\BrimstoneElemental\BrimstoneDartRing3.ogg,Custom,Custom\BrimstoneElemental,BrimstoneDartRing3,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：激活/使用/UI；主题：Brimstone Dart Ring。 代码标识：DartSound。,0.51,13.9,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:50 (DartSound)
104,Custom\BrimstoneElemental\BrimstoneSpawn.ogg,Custom,Custom\BrimstoneElemental,BrimstoneSpawn,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：激活/使用/UI；主题：Brimstone Spawn。 代码标识：UseSound。,1.82,28.3,2,48000,1,Items\SummonItems\CharredIdol.cs:15 (UseSound)
105,Custom\BrimstoneElemental\Hellfireball1.ogg,Custom,Custom\BrimstoneElemental,Hellfireball1,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：射击/发射；主题：Hellfireball。 代码标识：HellfireballSound。,0.51,11.4,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:49 (HellfireballSound)
106,Custom\BrimstoneElemental\Hellfireball2.ogg,Custom,Custom\BrimstoneElemental,Hellfireball2,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：射击/发射；主题：Hellfireball。 代码标识：HellfireballSound。,0.48,10.8,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:49 (HellfireballSound)
107,Custom\BrimstoneElemental\Hellfireball3.ogg,Custom,Custom\BrimstoneElemental,Hellfireball3,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：射击/发射；主题：Hellfireball。 代码标识：HellfireballSound。,0.47,10.5,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:49 (HellfireballSound)
108,Custom\BrimstoneElemental\ShellProjectiles1.ogg,Custom,Custom\BrimstoneElemental,ShellProjectiles1,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：通用/特殊；主题：Shell Projectiles。 代码标识：ShellFireSound。,0.89,12.1,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:52 (ShellFireSound)
109,Custom\BrimstoneElemental\ShellProjectiles2.ogg,Custom,Custom\BrimstoneElemental,ShellProjectiles2,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：通用/特殊；主题：Shell Projectiles。 代码标识：ShellFireSound。,0.89,12.4,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:52 (ShellFireSound)
110,Custom\BrimstoneElemental\ShellProjectiles3.ogg,Custom,Custom\BrimstoneElemental,ShellProjectiles3,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：通用/特殊；主题：Shell Projectiles。 代码标识：ShellFireSound。,0.89,11.6,2,44100,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:52 (ShellFireSound)
111,Custom\BrimstoneElemental\ShellTransform.ogg,Custom,Custom\BrimstoneElemental,ShellTransform,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：通用/特殊；主题：Shell Transform。 代码标识：HideInShellSound。,0.60,7.4,1,24000,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:51 (HideInShellSound)
112,Custom\BrimstoneElemental\Teleport.ogg,Custom,Custom\BrimstoneElemental,Teleport,自定义/Boss/系统,Custom\BrimstoneElemental 专用音效；动作：移动/生成/阶段转换；主题：Teleport。 代码标识：TeleportSound。,0.71,8.9,2,24000,1,NPCs\BrimstoneElemental\BrimstoneElemental.cs:48 (TeleportSound)
113,Custom\BubblyBurst.ogg,Custom,Custom,BubblyBurst,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：爆炸/爆裂；主题：Bubbly Burst。 未找到直接字符串引用，可能由资源约定、动态路径或遗留资源使用。,0.12,8.9,2,48000,0,
114,Custom\BubblyPop.ogg,Custom,Custom,BubblyPop,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：水体/气泡；主题：Bubbly Pop。 代码标识：PopSound。,0.14,4.6,2,22050,1,Projectiles\Ranged\ArcherfishRing.cs:16 (PopSound)
115,Custom\BuzzsawCharge.ogg,Custom,Custom,BuzzsawCharge,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：蓄力/充能/冷却；主题：Buzzsaw Charge。 首处代码上下文：BuzzkillHoldout.cs。,2.39,38.8,2,44100,2,Projectiles\Ranged\BuzzkillHoldout.cs:148; Projectiles\Ranged\SuperradiantSlaughtererHoldout.cs:211
116,Custom\BuzzsawIdle.ogg,Custom,Custom,BuzzsawIdle,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Buzzsaw Idle。 首处代码上下文：BuzzkillHoldout.cs。,6.40,92.3,2,48000,2,Projectiles\Ranged\BuzzkillHoldout.cs:156; Projectiles\Ranged\SuperradiantSlaughtererHoldout.cs:216
117,Custom\CalamitasClone\BrimstoneFlamethrowerCast.ogg,Custom,Custom\CalamitasClone,BrimstoneFlamethrowerCast,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：射击/发射；主题：Brimstone Flamethrower Cast。 代码标识：FlamethrowerStart。,0.88,17.7,2,48000,1,NPCs\CalClone\Cataclysm.cs:30 (FlamethrowerStart)
118,Custom\CalamitasClone\BrimstoneFlamethrowerLoop.ogg,Custom,Custom\CalamitasClone,BrimstoneFlamethrowerLoop,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：射击/发射；主题：Brimstone Flamethrower Loop。 代码标识：FlamethrowerLoop。,1.62,31.8,2,44100,1,NPCs\CalClone\Cataclysm.cs:31 (FlamethrowerLoop)
119,Custom\CalamitasClone\BulletHellEnd.ogg,Custom,Custom\CalamitasClone,BulletHellEnd,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：循环/开始结束/预警；主题：Bullet Hell End。 代码标识：BulletHellEnd。,2.43,30.9,2,44100,1,NPCs\CalClone\CalamitasClone.cs:43 (BulletHellEnd)
120,Custom\CalamitasClone\BulletHellEnding.ogg,Custom,Custom\CalamitasClone,BulletHellEnding,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：循环/开始结束/预警；主题：Bullet Hell Ending。 代码标识：BulletHellWarning。,6.20,69.5,2,48000,1,NPCs\CalClone\CalamitasClone.cs:42 (BulletHellWarning)
121,Custom\CalamitasClone\CalClone_BigFireballBit1.ogg,Custom,Custom\CalamitasClone,CalClone_BigFireballBit1,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：射击/发射；主题：Cal Clone Big Fireball Bit。 代码标识：CalamitousFireballSound。,2.05,40.7,2,44100,1,NPCs\CalClone\CalamitasClone.cs:45 (CalamitousFireballSound)
122,Custom\CalamitasClone\CalClone_BigFireballBit2.ogg,Custom,Custom\CalamitasClone,CalClone_BigFireballBit2,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：射击/发射；主题：Cal Clone Big Fireball Bit。 代码标识：CalamitousFireballSound。,2.77,50.8,2,44100,1,NPCs\CalClone\CalamitasClone.cs:45 (CalamitousFireballSound)
123,Custom\CalamitasClone\CalClone_BigFireballBit3.ogg,Custom,Custom\CalamitasClone,CalClone_BigFireballBit3,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：射击/发射；主题：Cal Clone Big Fireball Bit。 代码标识：CalamitousFireballSound。,2.23,42.9,2,44100,1,NPCs\CalClone\CalamitasClone.cs:45 (CalamitousFireballSound)
124,Custom\CalamitasClone\CalClone_BigFireballBit4.ogg,Custom,Custom\CalamitasClone,CalClone_BigFireballBit4,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：射击/发射；主题：Cal Clone Big Fireball Bit。 代码标识：CalamitousFireballSound。,2.49,46.7,2,44100,1,NPCs\CalClone\CalamitasClone.cs:45 (CalamitousFireballSound)
125,Custom\CalamitasClone\CalClone_Explosion1.ogg,Custom,Custom\CalamitasClone,CalClone_Explosion1,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：爆炸/爆裂；主题：Cal Clone Explosion。 代码标识：CalamitousExplosionSound。,3.91,72.8,2,44100,1,NPCs\CalClone\CalamitasClone.cs:46 (CalamitousExplosionSound)
126,Custom\CalamitasClone\CalClone_Explosion2.ogg,Custom,Custom\CalamitasClone,CalClone_Explosion2,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：爆炸/爆裂；主题：Cal Clone Explosion。 代码标识：CalamitousExplosionSound。,4.14,75.5,2,44100,1,NPCs\CalClone\CalamitasClone.cs:46 (CalamitousExplosionSound)
127,Custom\CalamitasClone\CalClone_Explosion3.ogg,Custom,Custom\CalamitasClone,CalClone_Explosion3,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：爆炸/爆裂；主题：Cal Clone Explosion。 代码标识：CalamitousExplosionSound。,3.95,73.1,2,44100,1,NPCs\CalClone\CalamitasClone.cs:46 (CalamitousExplosionSound)
128,Custom\CalamitasClone\CalCloneDash1.ogg,Custom,Custom\CalamitasClone,CalCloneDash1,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：激活/使用/UI；主题：Cal Clone Dash。 代码标识：ChargeSound。,1.32,18.9,2,48000,1,NPCs\CalClone\CalamitasClone.cs:44 (ChargeSound)
129,Custom\CalamitasClone\CalCloneDash2.ogg,Custom,Custom\CalamitasClone,CalCloneDash2,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：激活/使用/UI；主题：Cal Clone Dash。 代码标识：ChargeSound。,1.32,18.2,2,48000,1,NPCs\CalClone\CalamitasClone.cs:44 (ChargeSound)
130,Custom\CalamitasClone\CalCloneDash3.ogg,Custom,Custom\CalamitasClone,CalCloneDash3,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：激活/使用/UI；主题：Cal Clone Dash。 代码标识：ChargeSound。,1.32,17.9,2,48000,1,NPCs\CalClone\CalamitasClone.cs:44 (ChargeSound)
131,Custom\CalamitasClone\CataclysmDeath.ogg,Custom,Custom\CalamitasClone,CataclysmDeath,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：死亡/击杀；主题：Cataclysm Death。 代码标识：DeathSound。,0.86,17.9,2,48000,1,NPCs\CalClone\Cataclysm.cs:29 (DeathSound)
132,Custom\CalamitasClone\CataclysmHit1.ogg,Custom,Custom\CalamitasClone,CataclysmHit1,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：受击/命中/冲击；主题：Cataclysm Hit。 代码标识：HitSound。,0.44,10.3,2,44100,1,NPCs\CalClone\Cataclysm.cs:28 (HitSound)
133,Custom\CalamitasClone\CataclysmHit2.ogg,Custom,Custom\CalamitasClone,CataclysmHit2,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：受击/命中/冲击；主题：Cataclysm Hit。 代码标识：HitSound。,0.46,10.8,2,44100,1,NPCs\CalClone\Cataclysm.cs:28 (HitSound)
134,Custom\CalamitasClone\CataclysmHit3.ogg,Custom,Custom\CalamitasClone,CataclysmHit3,自定义/Boss/系统,Custom\CalamitasClone 专用音效；动作：受击/命中/冲击；主题：Cataclysm Hit。 代码标识：HitSound。,0.46,10.7,2,44100,1,NPCs\CalClone\Cataclysm.cs:28 (HitSound)
135,Custom\CeaselessVoidDeathBuild.ogg,Custom,Custom,CeaselessVoidDeathBuild,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：死亡/击杀；主题：Ceaseless Void Death Build。 代码标识：BuildupSound。,4.86,89.2,2,44100,2,NPCs\CeaselessVoid\CeaselessVoid.cs:37 (BuildupSound); Items\Weapons\Ranged\PolarisParrotfish.cs:65 (roar)
136,Custom\CeramicImpact1.ogg,Custom,Custom,CeramicImpact1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：受击/命中/冲击；主题：Ceramic Impact。 首处代码上下文：AbyssBladeProjectile.cs。,0.63,11.8,2,44100,8,Projectiles\Melee\AbyssBladeProjectile.cs:153; Projectiles\Melee\BladecrestOathswordThrownBlade.cs:363; Projectiles\Melee\ExaltedOathbladeThrownBlade.cs:313; 另 5 处
137,Custom\CeramicImpact2.ogg,Custom,Custom,CeramicImpact2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：受击/命中/冲击；主题：Ceramic Impact。 首处代码上下文：AbyssBladeProjectile.cs。,0.51,10.2,2,44100,8,Projectiles\Melee\AbyssBladeProjectile.cs:153; Projectiles\Melee\BladecrestOathswordThrownBlade.cs:363; Projectiles\Melee\ExaltedOathbladeThrownBlade.cs:313; 另 5 处
138,Custom\ChainLightning1.ogg,Custom,Custom,ChainLightning1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：通用/特殊；主题：Chain Lightning。 首处代码上下文：ArcZap.cs。,0.52,11.1,1,44100,1,Projectiles\Typeless\ArcZap.cs:96
139,Custom\ChainLightning2.ogg,Custom,Custom,ChainLightning2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：通用/特殊；主题：Chain Lightning。 首处代码上下文：ArcZap.cs。,0.49,10.5,1,44100,1,Projectiles\Typeless\ArcZap.cs:96
140,Custom\ChainLightning3.ogg,Custom,Custom,ChainLightning3,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：通用/特殊；主题：Chain Lightning。 首处代码上下文：ArcZap.cs。,0.48,10.4,1,44100,1,Projectiles\Typeless\ArcZap.cs:96
141,Custom\ChainLightning4.ogg,Custom,Custom,ChainLightning4,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：通用/特殊；主题：Chain Lightning。 首处代码上下文：ArcZap.cs。,0.55,10.6,1,44100,1,Projectiles\Typeless\ArcZap.cs:96
142,Custom\ChainsawEnd.ogg,Custom,Custom,ChainsawEnd,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Chainsaw End。 代码标识：ChainsawEndSound。,2.62,74.3,2,44100,1,NPCs\Crags\DespairStone.cs:28 (ChainsawEndSound)
143,Custom\ChainsawStart.ogg,Custom,Custom,ChainsawStart,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Chainsaw Start。 代码标识：ChainsawStartSound。,7.66,213.2,2,44100,1,NPCs\Crags\DespairStone.cs:26 (ChainsawStartSound)
144,Custom\Codebreaker\AdvancedDisplayInstall.ogg,Custom,Custom\Codebreaker,AdvancedDisplayInstall,自定义/Boss/系统,Codebreaker UI、Draedon 对话和部件安装；动作：激活/使用/UI；主题：Advanced Display Install。 代码标识：InstallSound。,2.52,69.1,2,96000,1,Items\DraedonMisc\AdvancedDisplay.cs:18 (InstallSound)
145,Custom\Codebreaker\AresIconHover.ogg,Custom,Custom\Codebreaker,AresIconHover,自定义/Boss/系统,Codebreaker UI、Draedon 对话和部件安装；动作：激活/使用/UI；主题：Ares Icon Hover。 代码标识：AresHoverSound。,0.57,14.6,2,44100,1,UI\DraedonSummoning\ExoMechSelectionUI.cs:34 (AresHoverSound)
